publication_id,source_id,ioc_type,value,confidence
pub-096,src-096,defanged_domain,stayathomeclasses[.]com,high
pub-096,src-096,defanged_domain,resource[.]infinityfreeapp[.]com,high
pub-096,src-096,defanged_domain,my5353[.]com,high
pub-096,src-096,defanged_domain,hopto[.]org,high
pub-102,src-102,defanged_domain,elevenlabs[.]io,high
pub-104,src-104,sha1,09ec44b6d3555a0397142b4308825483b479bf5a,high
pub-104,src-104,sha1,0de065d58b367ffb28ce53bc1dc023f95a6d0b89,high
pub-104,src-104,sha1,13de9fcd4e7c36d32594924975b7ef2b91614556,high
pub-104,src-104,sha1,2322964ea57312747ae9d1e918811201a0c86e9c,high
pub-104,src-104,sha1,253684ea43cb0456a6fec5728e1091ff8fcb27cf,high
pub-104,src-104,sha1,36b4e424ce8082d7606bb9f677f97c0f594f254d,high
pub-104,src-104,sha1,3a443c72995254400da30fe203f3fbf287629969,high
pub-104,src-104,sha1,3a7cc815b921166006f31c1065dadfeb8d5190e6,high
pub-104,src-104,sha1,4d24dd5c166fa471554ed781180e353e6b9642b7,high
pub-104,src-104,sha1,51ec20e5356bbebd43c03faae56fca4c3bbe318e,high
pub-104,src-104,sha1,55affc664472c4657c8534e0508636394eac8828,high
pub-104,src-104,sha1,5620b527dfc71e2ee7efb2e22a0441b60fd67b84,high
pub-104,src-104,sha1,5fde3180373c420cfa5cfdea7f227a1e1fe6936c,high
pub-104,src-104,sha1,62e66bae4b892593009d5261d898356b6d0be3ef,high
pub-104,src-104,sha1,6b65c296d9e1cda5af2f7dab94ce8e163b2a4ca8,high
pub-104,src-104,sha1,6c56b986893dd1de83151510f4b6260613c5fbb9,high
pub-104,src-104,sha1,6f342ff77cd43921210d144a403b8abb1e541a8b,high
pub-104,src-104,sha1,7129194c63ae262c814da8045879aed7a037f196,high
pub-104,src-104,sha1,71464c4f145c9a43ade999d385a9260aabcbf66d,high
pub-104,src-104,sha1,730192b0f62e37d4d57bae9ff14ec8671fbf051e,high
pub-104,src-104,sha1,769aa6ab69154ca87ccba0535e0180a985c21a0c,high
pub-104,src-104,sha1,76aab3ab0f3f16cf30d7913ff767f67a116ff1e7,high
pub-104,src-104,sha1,853fde052316be7887474996538b31f6ac0c3963,high
pub-104,src-104,sha1,9d43494c6f87414c67533cce5ec86754311631fc,high
pub-104,src-104,sha1,9f6ed2427e959e92eb1699024f457d87fa7b5279,high
pub-104,src-104,sha1,aa72065673dc543e6bf627c7479bfe8a5e42a9c4,high
pub-104,src-104,sha1,aac26242f4209bc59c82c8f223fcf2f152ce44bc,high
pub-104,src-104,sha1,b643a1f2c4eb436db26763d5e2527f6bebe8bcbf,high
pub-104,src-104,sha1,bbd754e36aee4702b9f20b90d509248945add4ea,high
pub-104,src-104,sha1,cb194612ed003eaf8d8cf6ed3731f21f3edeb161,high
pub-104,src-104,sha1,cc63ee921c29f47612096c34d6ee3ef244b33db2,high
pub-104,src-104,sha1,e12c6911997d7c2af5550b7e989f1dc57b6733b8,high
pub-104,src-104,sha1,eae675812c4274502051d6f2d36348f77a8464a0,high
pub-104,src-104,sha1,f1c7c5d0870fd0abb7e419f2c2ba8df42fa74667,high
pub-104,src-104,sha1,f2e71c9cbc4a18482a11ca3f54f2c958973360b4,high
pub-104,src-104,sha1,fb7fdcc2fe11e95065a0ce9041348984427ca0f4,high
pub-104,src-104,defanged_domain,useakira[.]com,high
pub-104,src-104,defanged_domain,akirateam[.]com,high
pub-104,src-104,defanged_domain,goservicewrap[.]com,high
pub-104,src-104,defanged_domain,servicewrap-go[.]com,high
pub-104,src-104,defanged_domain,bodis[.]com,high
pub-104,src-104,defanged_domain,servicewrapgo[.]com,high
pub-104,src-104,defanged_domain,firstpageprofs[.]com,high
pub-104,src-104,defanged_domain,getkira[.]info,high
pub-104,src-104,defanged_domain,go-servicewrap[.]com,high
pub-104,src-104,defanged_domain,gogoservicewrap[.]com,high
pub-104,src-104,defanged_domain,joinnowkira[.]org,high
pub-104,src-104,defanged_domain,joinservicewrap[.]com,high
pub-104,src-104,defanged_domain,joinuseakira[.]com,high
pub-104,src-104,defanged_domain,kiraone[.]info,high
pub-104,src-104,defanged_domain,letsgetcustomers[.]com,high
pub-104,src-104,defanged_domain,loveservice-wrap[.]com,high
pub-104,src-104,defanged_domain,mybkira[.]info,high
pub-104,src-104,defanged_domain,onlyforyoursite[.]com,high
pub-104,src-104,defanged_domain,searchengineboosters[.]com,high
pub-104,src-104,defanged_domain,service-wrap[.]com,high
pub-104,src-104,defanged_domain,servicewrapone[.]com,high
pub-104,src-104,defanged_domain,theakirateam[.]com,high
pub-104,src-104,defanged_domain,topservicewrap[.]com,high
pub-104,src-104,defanged_domain,usekiara[.]com,high
pub-104,src-104,defanged_domain,useproakira[.]com,high
pub-104,src-104,defanged_domain,usethatakira[.]com,high
pub-104,src-104,defanged_domain,wantkiara[.]info,high
pub-104,src-104,defanged_domain,wearetherealpros[.]com,high
pub-105,src-105,sha1,88d40f86eefee5112515b73cce2d2badb7f49ffd,high
pub-105,src-105,defanged_domain,abuseipdb[.]com,high
pub-106,src-106,sha256,3082156a26534377a8a8228f44620a5bb00440b37b0cf7666c63c542232260f2,high
pub-106,src-106,sha256,3afbb9fe6bab2cad83c52a3f1a12e0ce979fe260c55ab22a43c18035ff7d7f38,high
pub-106,src-106,sha256,4c73717d933f6b53c40ed1b211143df8d011800897be1ceb5d4a2af39c9d4ccc,high
pub-106,src-106,sha256,4ddbc14d8b6a301122c0ac6e22aef6340f45a3a6830bcdacf868c755a7162216,high
pub-106,src-106,sha256,68ca559bf6654c7ca96c10abb4a011af1f4da0e6d28b43186d1d48d2f936684c,high
pub-106,src-106,sha256,75b4ad99f33d1adbc0d71a9da937759e6e5788ad0f8a2c76a34690ef1c49ebf5,high
pub-106,src-106,sha256,854b559bae2ce8700edd75808267cfb5f60d61ff451f0cf8ec1d689334ac8d0b,high
pub-106,src-106,sha256,943d3537730e41e0a6fe8048885a07ea2017847558a916f88c2c9afe32851fe6,high
pub-106,src-106,sha256,b2bda70318af89b9e82751eb852ece626e2928b94ac6af6e6c7031b3d016ebd2,high
pub-106,src-106,sha256,c1a80983779d8408a9c303d403999a9aef8c2f0fe63f8b5ca658862f66f3db16,high
pub-106,src-106,sha256,c5ae843e1c7769803ca70a9d5b5574870f365fb139016134e5dd3cb1b1a65f5f,high
pub-106,src-106,sha256,c86a5fcefbf039a72bd8ad5dc70bcb67e9c005f40a7bacd2f76c793f85e9a061,high
pub-106,src-106,sha256,d1b48715ace58ee3bfb7af34066491263b885bd865863032820dccfe184614ad,high
pub-106,src-106,sha256,dc9f49044d16abfda299184af13aa88ab2c0fda9ca7999adcdbd44e3c037a8b1,high
pub-106,src-106,sha256,e88a7b9ad5d175383d466c5ad7ebd7683d60654d2fa2aca40e2c4eb9e955c927,high
pub-106,src-106,sha256,09bf891b7b35b2081d3ebca8de715da07a70151227ab55aec1da26eb769c006f,high
pub-106,src-106,sha256,1458b6dc98a878f237bfb3c3f354ea6e12d76e340cefe55d6a1c9c7eb64c9aee,high
pub-106,src-106,sha256,1612ab799df51a7f1169d3f47ea129356b42c8ad81286d05b0256f80c17d4089,high
pub-106,src-106,sha256,2755e1ec1e4c3c0cd94ebe43bd66391f05282b6020b2177ee3b939fdd33216f6,high
pub-106,src-106,sha256,7bbb06479a2e554e450beb2875ea19237068aa1055a4d56215f4e9a2317f8ce6,high
pub-106,src-106,sha256,b43e7d481c4fdc9217e17908f3a4efa351a1dab867ca902883205fe7d1aab5e7,high
pub-106,src-106,sha256,e24fe0dd0bf8d3943d9c4282f172746af6b0787539b371e6626bdb86605ccd70,high
pub-106,src-106,sha256,165eaf8183f693f644a8a24d2ec138cd4f8d9fd040e8bafc1b021a0f973692dd,high
pub-106,src-106,sha256,2eb18873273e157a7244bb165d53ea3637c76087eea84b0ab635d04417ffbe1b,high
pub-106,src-106,sha256,384e8f3d300205546fb8c9b9224011b3b3cb71adc994180ff55e1e6416f65715,high
pub-106,src-106,sha256,5ab16a59b12c7c5539d9e22a090ba6c7942fbc5ab8abbc5dffa6b6de6e0f2fc6,high
pub-106,src-106,sha256,5f6bfdd430a23afdc518857dfff25a29d85ead441dfa0ee363f4e73f240c89f4,high
pub-106,src-106,sha256,766c356d6a4b00078a0293460c5967764fcd788da8c1cd1df708695f3a15b777,high
pub-106,src-106,sha256,8013b23cb78407675f323d54b6b8dfb2a61fb40fb13309337f5b662dbd812a5d,high
pub-106,src-106,sha256,a30930dfb655aa39c571c163ada65ba4dec30600df3bf548cc48bedd0e841416,high
pub-106,src-106,sha256,a32a3751dfd4d7a0a66b7ecbd9bacb5087076377d486afdf05d3de3cb7555501,high
pub-106,src-106,sha256,a67465075c91bb15b81e1f898f2b773196d3711d8e1fb321a9d6647958be436b,high
pub-106,src-106,sha256,ae6ed1721d37477494f3f755c124d53a7dd3e24e98c20f3a1372f45cc8130989,high
pub-106,src-106,sha256,b3fcba809984eaffc5b88a1bcded28ac50e71965e61a66dd959792f7750b9e87,high
pub-106,src-106,sha256,b49aa9efd41f82b34a7811a7894f0ebf04e1d9aab0b622e0083b78f54fe8b466,high
pub-106,src-106,sha256,bb2836148527744b11671347d73ca798aca9954c6875082f9e1176d7b52b720f,high
pub-106,src-106,sha256,bdb33bbb4ea11884b15f67e5c974136e6294aa87459cdc276ac2eea85b1deaa3,high
pub-106,src-106,sha256,cf4d430d0760d59e2fa925792f9e2b62d335eaf4d664d02bff16dd1b522a462a,high
pub-106,src-106,sha256,d6af1c9f5ce407e53ec73c8e7187ed804fb4f80cf8dbd6722fc69e15e135db2e,high
pub-109,src-109,md5,f63b6b30a2e911f1b592492e12c944df,high
pub-109,src-109,md5,f63b95d0a2e911f1a1b263047dd73777,high
