publication_id,source_id,metric_type,raw_value,normalized_numeric,unit,extraction_method,confidence
pub-075,src-075,percentage,44%,44,percent,percentage_regex,medium
pub-075,src-075,percentage,100%,100,percent,percentage_regex,medium
pub-075,src-075,percentage,266%,266,percent,percentage_regex,medium
pub-075,src-075,percentage,20%,20,percent,percentage_regex,medium
pub-075,src-075,percentage,11.5%,11.5,percent,percentage_regex,medium
pub-075,src-075,percentage,3%,3,percent,percentage_regex,medium
pub-075,src-075,percentage,72%,72,percent,percentage_regex,medium
pub-075,src-075,percentage,50%,50,percent,percentage_regex,medium
pub-075,src-075,percentage,56%,56,percent,percentage_regex,medium
pub-075,src-075,percentage,56%,56,percent,percentage_regex,medium
pub-076,src-076,percentage,56%,56,percent,percentage_regex,medium
pub-076,src-076,percentage,56%,56,percent,percentage_regex,medium
pub-077,src-077,blast_radius,2023 campaign,2023,contextual,count_context_regex,medium
pub-077,src-077,blast_radius,2024 campaign,2024,contextual,count_context_regex,medium
pub-077,src-077,blast_radius,2024 campaign,2024,contextual,count_context_regex,medium
pub-077,src-077,blast_radius,26 campaign,26,contextual,count_context_regex,medium
pub-079,src-079,blast_radius,17 countries,17,contextual,count_context_regex,medium
pub-081,src-081,percentage,24%,24,percent,percentage_regex,medium
pub-081,src-081,percentage,13%,13,percent,percentage_regex,medium
pub-081,src-081,percentage,9%,9,percent,percentage_regex,medium
pub-081,src-081,percentage,8%,8,percent,percentage_regex,medium
pub-081,src-081,percentage,6%,6,percent,percentage_regex,medium
pub-081,src-081,percentage,3%,3,percent,percentage_regex,medium
pub-081,src-081,percentage,90%,90,percent,percentage_regex,medium
pub-081,src-081,percentage,27%,27,percent,percentage_regex,medium
pub-081,src-081,percentage,15%,15,percent,percentage_regex,medium
pub-081,src-081,percentage,11%,11,percent,percentage_regex,medium
pub-081,src-081,percentage,5%,5,percent,percentage_regex,medium
pub-081,src-081,duration_or_dwell,48 hours,48,contextual,duration_regex,medium
pub-082,src-082,blast_radius,29 countries,29,contextual,count_context_regex,medium
pub-083,src-083,percentage,44%,44,percent,percentage_regex,medium
pub-083,src-083,percentage,26%,26,percent,percentage_regex,medium
pub-083,src-083,percentage,90%,90,percent,percentage_regex,medium
pub-086,src-086,financial_value,$300,300,currency,currency_regex,medium
pub-086,src-086,financial_value,$500,500,currency,currency_regex,medium
pub-086,src-086,percentage,17%,17,percent,percentage_regex,medium
pub-086,src-086,percentage,1%,1,percent,percentage_regex,medium
pub-087,src-087,blast_radius,2024 campaign,2024,contextual,count_context_regex,medium
pub-087,src-087,blast_radius,2024 campaign,2024,contextual,count_context_regex,medium
pub-087,src-087,blast_radius,10 individuals,10,contextual,count_context_regex,medium
pub-087,src-087,blast_radius,08 account,08,contextual,count_context_regex,medium
pub-091,src-091,percentage,95%,95,percent,percentage_regex,medium
pub-091,src-091,percentage,40%,40,percent,percentage_regex,medium
pub-094,src-094,percentage,18%,18,percent,percentage_regex,medium
pub-094,src-094,percentage,15%,15,percent,percentage_regex,medium
pub-094,src-094,percentage,13%,13,percent,percentage_regex,medium
pub-094,src-094,percentage,67%,67,percent,percentage_regex,medium
pub-094,src-094,percentage,6%,6,percent,percentage_regex,medium
pub-094,src-094,percentage,5%,5,percent,percentage_regex,medium
pub-094,src-094,percentage,4%,4,percent,percentage_regex,medium
pub-094,src-094,percentage,3%,3,percent,percentage_regex,medium
pub-094,src-094,dwell_time,12 months,12,contextual,duration_regex,medium
pub-094,src-094,duration_or_dwell,18 years,18,contextual,duration_regex,medium
pub-095,src-095,financial_value,$459.8 million,459.8,currency,currency_regex,medium
pub-095,src-095,financial_value,$75 million,75,currency,currency_regex,medium
pub-096,src-096,percentage,10%,10,percent,percentage_regex,medium
pub-096,src-096,percentage,1%,1,percent,percentage_regex,medium
pub-096,src-096,percentage,1%,1,percent,percentage_regex,medium
pub-096,src-096,duration_or_dwell,30 days,30,contextual,duration_regex,medium
pub-096,src-096,blast_radius,"approximately 1,400 accounts",1400,contextual,count_context_regex,medium
pub-096,src-096,blast_radius,over 50 victims,50,contextual,count_context_regex,medium
pub-096,src-096,blast_radius,"at least 1,494 individuals",1494,contextual,count_context_regex,medium
pub-097,src-097,percentage,50%,50,percent,percentage_regex,medium
pub-100,src-100,percentage,40%,40,percent,percentage_regex,medium
pub-100,src-100,percentage,75%,75,percent,percentage_regex,medium
pub-100,src-100,percentage,50%,50,percent,percentage_regex,medium
pub-103,src-103,percentage,36%,36,percent,percentage_regex,medium
pub-103,src-103,percentage,83%,83,percent,percentage_regex,medium
pub-103,src-103,percentage,75%,75,percent,percentage_regex,medium
pub-103,src-103,percentage,27%,27,percent,percentage_regex,medium
pub-103,src-103,percentage,48%,48,percent,percentage_regex,medium
pub-103,src-103,percentage,31%,31,percent,percentage_regex,medium
pub-103,src-103,percentage,22%,22,percent,percentage_regex,medium
pub-103,src-103,percentage,83%,83,percent,percentage_regex,medium
pub-103,src-103,percentage,93%,93,percent,percentage_regex,medium
pub-103,src-103,percentage,52%,52,percent,percentage_regex,medium
pub-103,src-103,percentage,38%,38,percent,percentage_regex,medium
pub-103,src-103,percentage,1%,1,percent,percentage_regex,medium
pub-103,src-103,percentage,3%,3,percent,percentage_regex,medium
pub-103,src-103,percentage,62%,62,percent,percentage_regex,medium
pub-103,src-103,percentage,74%,74,percent,percentage_regex,medium
pub-103,src-103,percentage,78%,78,percent,percentage_regex,medium
pub-103,src-103,percentage,52%,52,percent,percentage_regex,medium
pub-103,src-103,percentage,10%,10,percent,percentage_regex,medium
pub-103,src-103,percentage,56%,56,percent,percentage_regex,medium
pub-103,src-103,percentage,75%,75,percent,percentage_regex,medium
pub-103,src-103,percentage,36%,36,percent,percentage_regex,medium
pub-103,src-103,percentage,83%,83,percent,percentage_regex,medium
pub-103,src-103,percentage,52%,52,percent,percentage_regex,medium
pub-103,src-103,percentage,38%,38,percent,percentage_regex,medium
pub-103,src-103,percentage,52%,52,percent,percentage_regex,medium
pub-103,src-103,duration_or_dwell,15 years,15,contextual,duration_regex,medium
pub-103,src-103,blast_radius,2024 Organizations,2024,contextual,count_context_regex,medium
pub-104,src-104,duration_or_dwell,5 days,5,contextual,duration_regex,medium
pub-104,src-104,duration_or_dwell,4 years,4,contextual,duration_regex,medium
pub-104,src-104,duration_or_dwell,17 years,17,contextual,duration_regex,medium
pub-104,src-104,blast_radius,"more than 400,000 websites",400000,contextual,count_context_regex,medium
pub-104,src-104,blast_radius,"at least 80,000 websites",80000,contextual,count_context_regex,medium
pub-104,src-104,blast_radius,"11,000 domains",11000,contextual,count_context_regex,medium
pub-106,src-106,duration_or_dwell,2 years,2,contextual,duration_regex,medium
pub-106,src-106,blast_radius,"more than 7,000 samples",7000,contextual,count_context_regex,medium
pub-107,src-107,financial_value,$375.,375.,currency,currency_regex,medium
pub-107,src-107,percentage,4.70%,4.70,percent,percentage_regex,medium
pub-107,src-107,percentage,2.78%,2.78,percent,percentage_regex,medium
pub-107,src-107,percentage,2.35%,2.35,percent,percentage_regex,medium
pub-107,src-107,percentage,1.28%,1.28,percent,percentage_regex,medium
pub-107,src-107,percentage,0.85%,0.85,percent,percentage_regex,medium
pub-107,src-107,percentage,0.85%,0.85,percent,percentage_regex,medium
pub-107,src-107,percentage,0.64%,0.64,percent,percentage_regex,medium
pub-107,src-107,percentage,0.43%,0.43,percent,percentage_regex,medium
pub-107,src-107,percentage,0.43%,0.43,percent,percentage_regex,medium
pub-107,src-107,percentage,0.21%,0.21,percent,percentage_regex,medium
pub-107,src-107,percentage,14.53%,14.53,percent,percentage_regex,medium
pub-107,src-107,blast_radius,365 account,365,contextual,count_context_regex,medium
pub-109,src-109,percentage,80%,80,percent,percentage_regex,medium
pub-110,src-110,financial_value,$75 million,75,currency,currency_regex,medium
pub-110,src-110,percentage,13%,13,percent,percentage_regex,medium
pub-110,src-110,percentage,70%,70,percent,percentage_regex,medium
pub-110,src-110,duration_or_dwell,12 months,12,contextual,duration_regex,medium
pub-110,src-110,duration_or_dwell,1 minute,1,contextual,duration_regex,medium
pub-110,src-110,duration_or_dwell,12 minutes,12,contextual,duration_regex,medium
pub-111,src-111,blast_radius,2026 Email,2026,contextual,count_context_regex,medium
pub-112,src-112,financial_value,US$10,10,currency,currency_regex,medium
pub-112,src-112,financial_value,US$500,500,currency,currency_regex,medium
pub-112,src-112,percentage,97%,97,percent,percentage_regex,medium
pub-112,src-112,percentage,92%,92,percent,percentage_regex,medium
pub-112,src-112,duration_or_dwell,24 months,24,contextual,duration_regex,medium
pub-113,src-113,financial_value,€100,100,currency,currency_regex,medium
pub-113,src-113,financial_value,€550,550,currency,currency_regex,medium
pub-113,src-113,financial_value,"€5,000.",5000.,currency,currency_regex,medium
pub-113,src-113,financial_value,US$90,90,currency,currency_regex,medium
pub-113,src-113,financial_value,$90,90,currency,currency_regex,medium
pub-113,src-113,financial_value,$100,100,currency,currency_regex,medium
pub-113,src-113,financial_value,$110,110,currency,currency_regex,medium
pub-113,src-113,financial_value,$200,200,currency,currency_regex,medium
pub-113,src-113,financial_value,US$90,90,currency,currency_regex,medium
pub-113,src-113,financial_value,US$10.,10.,currency,currency_regex,medium
pub-113,src-113,financial_value,"US$500, b",500,currency,currency_regex,medium
pub-114,src-114,financial_value,"US $494,000",494000,currency,currency_regex,medium
pub-114,src-114,financial_value,US $25 million,25,currency,currency_regex,medium
pub-114,src-114,financial_value,"US$118,000",118000,currency,currency_regex,medium
pub-114,src-114,duration_or_dwell,30 minutes,30,contextual,duration_regex,medium
pub-114,src-114,duration_or_dwell,11 day,11,contextual,duration_regex,medium
pub-114,src-114,duration_or_dwell,20 seconds,20,contextual,duration_regex,medium
pub-114,src-114,duration_or_dwell,64 Year,64,contextual,duration_regex,medium
pub-114,src-114,blast_radius,43 countries,43,contextual,count_context_regex,medium
pub-114,src-114,blast_radius,6 companies,6,contextual,count_context_regex,medium
pub-114,src-114,blast_radius,85 Victim,85,contextual,count_context_regex,medium
pub-114,src-114,blast_radius,85 Victim,85,contextual,count_context_regex,medium
pub-116,src-116,financial_value,$1 billion,1,currency,currency_regex,medium
pub-116,src-116,financial_value,$0.55,0.55,currency,currency_regex,medium
pub-116,src-116,financial_value,$15,15,currency,currency_regex,medium
pub-116,src-116,percentage,59.9%,59.9,percent,percentage_regex,medium
pub-116,src-116,percentage,464.6%,464.6,percent,percentage_regex,medium
pub-116,src-116,percentage,45.2%,45.2,percent,percentage_regex,medium
pub-116,src-116,percentage,28.4%,28.4,percent,percentage_regex,medium
pub-116,src-116,percentage,21.6%,21.6,percent,percentage_regex,medium
pub-116,src-116,percentage,18.5%,18.5,percent,percentage_regex,medium
pub-116,src-116,percentage,10.1%,10.1,percent,percentage_regex,medium
pub-116,src-116,percentage,9.6%,9.6,percent,percentage_regex,medium
pub-116,src-116,percentage,4.2%,4.2,percent,percentage_regex,medium
pub-116,src-116,percentage,464.6%,464.6,percent,percentage_regex,medium
pub-116,src-116,percentage,53.1%,53.1,percent,percentage_regex,medium
pub-116,src-116,percentage,46.9%,46.9,percent,percentage_regex,medium
pub-116,src-116,percentage,53.1%,53.1,percent,percentage_regex,medium
pub-116,src-116,percentage,45.2%,45.2,percent,percentage_regex,medium
pub-116,src-116,percentage,24.8%,24.8,percent,percentage_regex,medium
pub-116,src-116,percentage,12.5%,12.5,percent,percentage_regex,medium
pub-116,src-116,percentage,6.4%,6.4,percent,percentage_regex,medium
pub-116,src-116,percentage,2.0%,2.0,percent,percentage_regex,medium
pub-116,src-116,percentage,45.2%,45.2,percent,percentage_regex,medium
pub-116,src-116,percentage,24.8%,24.8,percent,percentage_regex,medium
pub-116,src-116,percentage,12.5%,12.5,percent,percentage_regex,medium
pub-116,src-116,percentage,6.4%,6.4,percent,percentage_regex,medium
pub-116,src-116,percentage,2.0%,2.0,percent,percentage_regex,medium
pub-116,src-116,percentage,1.8%,1.8,percent,percentage_regex,medium
pub-116,src-116,percentage,1.2%,1.2,percent,percentage_regex,medium
pub-116,src-116,percentage,1%,1,percent,percentage_regex,medium
pub-116,src-116,percentage,1%,1,percent,percentage_regex,medium
pub-116,src-116,percentage,60.4%,60.4,percent,percentage_regex,medium
pub-116,src-116,percentage,28.3%,28.3,percent,percentage_regex,medium
pub-116,src-116,percentage,5.8%,5.8,percent,percentage_regex,medium
pub-116,src-116,percentage,1.7%,1.7,percent,percentage_regex,medium
pub-116,src-116,percentage,1.3%,1.3,percent,percentage_regex,medium
pub-116,src-116,percentage,1.1%,1.1,percent,percentage_regex,medium
pub-116,src-116,percentage,1.3%,1.3,percent,percentage_regex,medium
pub-116,src-116,percentage,1.7%,1.7,percent,percentage_regex,medium
pub-116,src-116,percentage,5.8%,5.8,percent,percentage_regex,medium
pub-116,src-116,percentage,60.4%,60.4,percent,percentage_regex,medium
pub-116,src-116,percentage,28.3%,28.3,percent,percentage_regex,medium
pub-116,src-116,percentage,1.6%,1.6,percent,percentage_regex,medium
pub-116,src-116,percentage,1.8%,1.8,percent,percentage_regex,medium
pub-116,src-116,percentage,4.4%,4.4,percent,percentage_regex,medium
pub-116,src-116,percentage,12.2%,12.2,percent,percentage_regex,medium
pub-116,src-116,percentage,40.9%,40.9,percent,percentage_regex,medium
pub-116,src-116,percentage,12.4%,12.4,percent,percentage_regex,medium
pub-116,src-116,percentage,21.0%,21.0,percent,percentage_regex,medium
pub-116,src-116,percentage,54%,54,percent,percentage_regex,medium
pub-116,src-116,percentage,59.9%,59.9,percent,percentage_regex,medium
pub-116,src-116,percentage,68%,68,percent,percentage_regex,medium
pub-116,src-116,percentage,3.1%,3.1,percent,percentage_regex,medium
pub-116,src-116,percentage,39.5%,39.5,percent,percentage_regex,medium
pub-116,src-116,percentage,0.3%,0.3,percent,percentage_regex,medium
pub-116,src-116,percentage,3.4%,3.4,percent,percentage_regex,medium
pub-116,src-116,percentage,28.4%,28.4,percent,percentage_regex,medium
pub-116,src-116,percentage,4.2%,4.2,percent,percentage_regex,medium
pub-116,src-116,percentage,19.2%,19.2,percent,percentage_regex,medium
pub-116,src-116,percentage,9.6%,9.6,percent,percentage_regex,medium
pub-116,src-116,percentage,28.4%,28.4,percent,percentage_regex,medium
pub-116,src-116,percentage,15%,15,percent,percentage_regex,medium
pub-116,src-116,percentage,10.8%,10.8,percent,percentage_regex,medium
pub-116,src-116,percentage,10.1%,10.1,percent,percentage_regex,medium
pub-116,src-116,percentage,21.6%,21.6,percent,percentage_regex,medium
pub-116,src-116,percentage,18.5 %,18.5,percent,percentage_regex,medium
pub-116,src-116,percentage,21.6%,21.6,percent,percentage_regex,medium
pub-116,src-116,percentage,18.5%,18.5,percent,percentage_regex,medium
pub-116,src-116,percentage,10.1%,10.1,percent,percentage_regex,medium
pub-116,src-116,percentage,9.6%,9.6,percent,percentage_regex,medium
pub-116,src-116,percentage,39.5%,39.5,percent,percentage_regex,medium
pub-116,src-116,percentage,19.2%,19.2,percent,percentage_regex,medium
pub-116,src-116,percentage,15.0%,15.0,percent,percentage_regex,medium
pub-116,src-116,percentage,10.8%,10.8,percent,percentage_regex,medium
pub-116,src-116,percentage,6.9%,6.9,percent,percentage_regex,medium
pub-116,src-116,percentage,4.5%,4.5,percent,percentage_regex,medium
pub-116,src-116,percentage,2.2%,2.2,percent,percentage_regex,medium
pub-116,src-116,percentage,1.6%,1.6,percent,percentage_regex,medium
pub-116,src-116,percentage,0.3%,0.3,percent,percentage_regex,medium
pub-116,src-116,percentage,21.6%,21.6,percent,percentage_regex,medium
pub-116,src-116,percentage,19.2%,19.2,percent,percentage_regex,medium
pub-116,src-116,percentage,9.6%,9.6,percent,percentage_regex,medium
pub-116,src-116,percentage,4.1%,4.1,percent,percentage_regex,medium
pub-116,src-116,percentage,10.8%,10.8,percent,percentage_regex,medium
pub-116,src-116,percentage,17.23%,17.23,percent,percentage_regex,medium
pub-116,src-116,percentage,4.2%,4.2,percent,percentage_regex,medium
pub-116,src-116,percentage,2.4%,2.4,percent,percentage_regex,medium
pub-116,src-116,percentage,11.4%,11.4,percent,percentage_regex,medium
pub-116,src-116,percentage,3.9%,3.9,percent,percentage_regex,medium
pub-116,src-116,percentage,11.4%,11.4,percent,percentage_regex,medium
pub-116,src-116,percentage,29.1%,29.1,percent,percentage_regex,medium
pub-116,src-116,percentage,11.5%,11.5,percent,percentage_regex,medium
pub-116,src-116,percentage,12.7 %,12.7,percent,percentage_regex,medium
pub-116,src-116,percentage,27.1%,27.1,percent,percentage_regex,medium
pub-116,src-116,percentage,46.2%,46.2,percent,percentage_regex,medium
pub-116,src-116,percentage,8.7%,8.7,percent,percentage_regex,medium
pub-116,src-116,percentage,1.4%,1.4,percent,percentage_regex,medium
pub-116,src-116,percentage,1.6%,1.6,percent,percentage_regex,medium
pub-116,src-116,percentage,2.6%,2.6,percent,percentage_regex,medium
pub-116,src-116,percentage,3.3%,3.3,percent,percentage_regex,medium
pub-116,src-116,percentage,3.6%,3.6,percent,percentage_regex,medium
pub-116,src-116,percentage,46.2%,46.2,percent,percentage_regex,medium
pub-116,src-116,percentage,3.6%,3.6,percent,percentage_regex,medium
pub-116,src-116,percentage,4.2%,4.2,percent,percentage_regex,medium
pub-116,src-116,percentage,5.1%,5.1,percent,percentage_regex,medium
pub-116,src-116,percentage,8.7 %,8.7,percent,percentage_regex,medium
pub-116,src-116,percentage,5.74%,5.74,percent,percentage_regex,medium
pub-116,src-116,percentage,22.3%,22.3,percent,percentage_regex,medium
pub-116,src-116,percentage,18.4%,18.4,percent,percentage_regex,medium
pub-116,src-116,percentage,11.3%,11.3,percent,percentage_regex,medium
pub-116,src-116,percentage,5.1%,5.1,percent,percentage_regex,medium
pub-116,src-116,percentage,20%,20,percent,percentage_regex,medium
pub-116,src-116,percentage,2.0%,2.0,percent,percentage_regex,medium
pub-116,src-116,percentage,2.5%,2.5,percent,percentage_regex,medium
pub-116,src-116,percentage,2.5%,2.5,percent,percentage_regex,medium
pub-116,src-116,percentage,22.3%,22.3,percent,percentage_regex,medium
pub-116,src-116,percentage,2.9%,2.9,percent,percentage_regex,medium
pub-116,src-116,percentage,3.2%,3.2,percent,percentage_regex,medium
pub-116,src-116,percentage,3.6%,3.6,percent,percentage_regex,medium
pub-116,src-116,percentage,3.9%,3.9,percent,percentage_regex,medium
pub-116,src-116,percentage,18.4%,18.4,percent,percentage_regex,medium
pub-116,src-116,percentage,4.1%,4.1,percent,percentage_regex,medium
pub-116,src-116,percentage,11.3%,11.3,percent,percentage_regex,medium
pub-116,src-116,percentage,6.0%,6.0,percent,percentage_regex,medium
pub-116,src-116,percentage,3.6%,3.6,percent,percentage_regex,medium
pub-116,src-116,percentage,36.4%,36.4,percent,percentage_regex,medium
pub-116,src-116,percentage,15.2%,15.2,percent,percentage_regex,medium
pub-116,src-116,percentage,13.6%,13.6,percent,percentage_regex,medium
pub-116,src-116,percentage,41.5%,41.5,percent,percentage_regex,medium
pub-116,src-116,percentage,5.7%,5.7,percent,percentage_regex,medium
pub-116,src-116,percentage,2.3%,2.3,percent,percentage_regex,medium
pub-116,src-116,percentage,2.9%,2.9,percent,percentage_regex,medium
pub-116,src-116,percentage,3.0%,3.0,percent,percentage_regex,medium
pub-116,src-116,percentage,3.4%,3.4,percent,percentage_regex,medium
pub-116,src-116,percentage,36.4%,36.4,percent,percentage_regex,medium
pub-116,src-116,percentage,4.6%,4.6,percent,percentage_regex,medium
pub-116,src-116,percentage,5.6%,5.6,percent,percentage_regex,medium
pub-116,src-116,percentage,6.5%,6.5,percent,percentage_regex,medium
pub-116,src-116,percentage,13.6 %,13.6,percent,percentage_regex,medium
pub-116,src-116,percentage,15.2%,15.2,percent,percentage_regex,medium
pub-116,src-116,percentage,36%,36,percent,percentage_regex,medium
pub-116,src-116,percentage,90%,90,percent,percentage_regex,medium
pub-116,src-116,blast_radius,5 countries,5,contextual,count_context_regex,medium
pub-116,src-116,blast_radius,"317,583,902 User",317583902,contextual,count_context_regex,medium
